X;Y;fid;id;sequence;trajectory_id;tracker;t
116.385308;39.899459;2794;2794;342;3;2;2009-02-04 10:23:28+00
116.385278;39.899407;2795;2795;343;3;2;2009-02-04 10:23:31+00
116.385244;39.899351;2796;2796;344;3;2;2009-02-04 10:23:34+00
116.385229;39.899289;2797;2797;345;3;2;2009-02-04 10:23:37+00
116.385227;39.899242;2798;2798;346;3;2;2009-02-04 10:23:39+00
116.385214;39.899181;2799;2799;347;3;2;2009-02-04 10:23:42+00
116.385205;39.899137;2800;2800;348;3;2;2009-02-04 10:23:47+00
116.385141;39.899123;2801;2801;349;3;2;2009-02-04 10:23:51+00
116.385071;39.89914;2802;2802;350;3;2;2009-02-04 10:23:54+00
116.38501;39.899161;2803;2803;351;3;2;2009-02-04 10:23:57+00
116.384968;39.899201;2804;2804;352;3;2;2009-02-04 10:24:01+00
116.385001;39.899259;2805;2805;353;3;2;2009-02-04 10:24:03+00
116.385018;39.899278;2806;2806;354;3;2;2009-02-04 10:24:08+00
116.38496;39.899297;2807;2807;355;3;2;2009-02-04 10:24:12+00
116.384911;39.899336;2808;2808;356;3;2;2009-02-04 10:24:15+00
116.384831;39.899329;2809;2809;357;3;2;2009-02-04 10:24:18+00
116.384775;39.899332;2810;2810;358;3;2;2009-02-04 10:24:23+00
116.384726;39.899335;2811;2811;359;3;2;2009-02-04 10:24:28+00
116.384642;39.899318;2812;2812;360;3;2;2009-02-04 10:24:31+00
116.384573;39.899319;2813;2813;361;3;2;2009-02-04 10:24:35+00
116.384502;39.899326;2814;2814;362;3;2;2009-02-04 10:24:38+00
116.384438;39.899302;2815;2815;363;3;2;2009-02-04 10:24:41+00
116.384396;39.89927;2816;2816;364;3;2;2009-02-04 10:24:44+00
116.384328;39.899277;2817;2817;365;3;2;2009-02-04 10:24:48+00
116.384294;39.899274;2818;2818;366;3;2;2009-02-04 10:24:53+00
116.38422;39.899273;2819;2819;367;3;2;2009-02-04 10:24:57+00
116.384139;39.899266;2820;2820;368;3;2;2009-02-04 10:25:01+00
116.384082;39.899298;2821;2821;369;3;2;2009-02-04 10:25:05+00
116.384006;39.899283;2822;2822;370;3;2;2009-02-04 10:25:09+00
116.383943;39.899294;2823;2823;371;3;2;2009-02-04 10:25:13+00
116.383878;39.899294;2824;2824;372;3;2;2009-02-04 10:25:16+00
116.383816;39.899326;2825;2825;373;3;2;2009-02-04 10:25:20+00
116.383745;39.899343;2826;2826;374;3;2;2009-02-04 10:25:23+00
116.383692;39.899344;2827;2827;375;3;2;2009-02-04 10:25:28+00
116.383631;39.899326;2828;2828;376;3;2;2009-02-04 10:25:32+00
116.383621;39.899311;2829;2829;377;3;2;2009-02-04 10:25:37+00
116.383628;39.89925;2830;2830;378;3;2;2009-02-04 10:25:40+00
116.383575;39.899228;2831;2831;379;3;2;2009-02-04 10:25:42+00
116.383543;39.899218;2832;2832;380;3;2;2009-02-04 10:25:47+00
116.383497;39.899207;2833;2833;381;3;2;2009-02-04 10:25:51+00
116.383444;39.89922;2834;2834;382;3;2;2009-02-04 10:25:54+00
116.383389;39.899228;2835;2835;383;3;2;2009-02-04 10:25:59+00
116.383322;39.899247;2836;2836;384;3;2;2009-02-04 10:26:04+00
116.383261;39.899239;2837;2837;385;3;2;2009-02-04 10:26:06+00
116.383183;39.899244;2838;2838;386;3;2;2009-02-04 10:26:09+00
116.383119;39.899238;2839;2839;387;3;2;2009-02-04 10:26:12+00
116.383056;39.899231;2840;2840;388;3;2;2009-02-04 10:26:16+00
116.383009;39.899205;2841;2841;389;3;2;2009-02-04 10:26:21+00
116.382942;39.899202;2842;2842;390;3;2;2009-02-04 10:26:26+00
116.382871;39.899183;2843;2843;391;3;2;2009-02-04 10:26:31+00
116.382808;39.899182;2844;2844;392;3;2;2009-02-04 10:26:34+00
116.382791;39.899202;2845;2845;393;3;2;2009-02-04 10:26:39+00
116.382741;39.899216;2846;2846;394;3;2;2009-02-04 10:26:44+00
116.382681;39.899216;2847;2847;395;3;2;2009-02-04 10:26:48+00
116.382614;39.899218;2848;2848;396;3;2;2009-02-04 10:26:53+00
116.382541;39.899203;2849;2849;397;3;2;2009-02-04 10:26:58+00
116.382458;39.899181;2850;2850;398;3;2;2009-02-04 10:27:00+00
116.382393;39.89915;2851;2851;399;3;2;2009-02-04 10:27:03+00
116.382324;39.899156;2852;2852;400;3;2;2009-02-04 10:27:06+00
116.382259;39.899156;2853;2853;401;3;2;2009-02-04 10:27:10+00
116.38215;39.899122;2854;2854;402;3;2;2009-02-04 10:27:12+00
116.382109;39.899131;2855;2855;403;3;2;2009-02-04 10:27:17+00
116.382068;39.899101;2856;2856;404;3;2;2009-02-04 10:27:22+00
116.382068;39.899101;2857;2857;405;3;2;2009-02-04 10:27:25+00
116.382076;39.899095;2858;2858;406;3;2;2009-02-04 10:27:27+00
116.382132;39.899062;2859;2859;407;3;2;2009-02-04 10:27:32+00
116.382114;39.899027;2860;2860;408;3;2;2009-02-04 10:27:37+00
116.382129;39.898977;2861;2861;409;3;2;2009-02-04 10:27:42+00
116.382113;39.898919;2862;2862;410;3;2;2009-02-04 10:27:46+00
116.382045;39.898894;2863;2863;411;3;2;2009-02-04 10:27:48+00
116.381964;39.898868;2864;2864;412;3;2;2009-02-04 10:27:51+00
116.381914;39.898857;2865;2865;413;3;2;2009-02-04 10:27:56+00
116.38188;39.898861;2866;2866;414;3;2;2009-02-04 10:28:01+00
116.38187;39.898846;2867;2867;415;3;2;2009-02-04 10:28:06+00
116.381851;39.898837;2868;2868;416;3;2;2009-02-04 10:28:11+00
116.381845;39.89885;2869;2869;417;3;2;2009-02-04 10:28:16+00
116.381836;39.898853;2870;2870;418;3;2;2009-02-04 10:28:21+00
116.381785;39.898884;2871;2871;419;3;2;2009-02-04 10:28:26+00
116.381726;39.898918;2872;2872;420;3;2;2009-02-04 10:28:30+00
116.381678;39.898956;2873;2873;421;3;2;2009-02-04 10:28:35+00
116.381665;39.898984;2874;2874;422;3;2;2009-02-04 10:28:40+00
116.381679;39.898995;2875;2875;423;3;2;2009-02-04 10:28:45+00
116.381702;39.898982;2876;2876;424;3;2;2009-02-04 10:28:50+00
116.3817;39.898953;2877;2877;425;3;2;2009-02-04 10:28:55+00
116.381732;39.898908;2878;2878;426;3;2;2009-02-04 10:28:58+00
116.38176;39.898867;2879;2879;427;3;2;2009-02-04 10:29:00+00
116.381793;39.898825;2880;2880;428;3;2;2009-02-04 10:29:02+00
116.381833;39.898777;2881;2881;429;3;2;2009-02-04 10:29:05+00
116.381878;39.898739;2882;2882;430;3;2;2009-02-04 10:29:09+00
116.381927;39.898692;2883;2883;431;3;2;2009-02-04 10:29:13+00
116.381881;39.898652;2884;2884;432;3;2;2009-02-04 10:29:15+00
116.381832;39.898609;2885;2885;433;3;2;2009-02-04 10:29:16+00
116.381769;39.898586;2886;2886;434;3;2;2009-02-04 10:29:17+00
116.381723;39.898554;2887;2887;435;3;2;2009-02-04 10:29:19+00
116.381775;39.898573;2888;2888;436;3;2;2009-02-04 10:29:21+00
116.3817;39.89854;2889;2889;437;3;2;2009-02-04 10:29:26+00
116.381643;39.898526;2890;2890;438;3;2;2009-02-04 10:29:31+00
116.381586;39.898527;2891;2891;439;3;2;2009-02-04 10:29:35+00
116.381527;39.898509;2892;2892;440;3;2;2009-02-04 10:29:40+00
116.38147;39.898491;2893;2893;441;3;2;2009-02-04 10:29:45+00
116.381415;39.898479;2894;2894;442;3;2;2009-02-04 10:29:50+00
116.381362;39.898461;2895;2895;443;3;2;2009-02-04 10:29:53+00
116.381378;39.898437;2896;2896;444;3;2;2009-02-04 10:29:58+00
116.381375;39.898407;2897;2897;445;3;2;2009-02-04 10:30:03+00
116.381344;39.898377;2898;2898;446;3;2;2009-02-04 10:30:08+00
116.381287;39.898362;2899;2899;447;3;2;2009-02-04 10:30:11+00
116.381229;39.898353;2900;2900;448;3;2;2009-02-04 10:30:14+00
116.381166;39.898361;2901;2901;449;3;2;2009-02-04 10:30:18+00
116.381098;39.898374;2902;2902;450;3;2;2009-02-04 10:30:22+00
116.38104;39.898369;2903;2903;451;3;2;2009-02-04 10:30:26+00
116.38098;39.898372;2904;2904;452;3;2;2009-02-04 10:30:30+00
116.380928;39.898365;2905;2905;453;3;2;2009-02-04 10:30:40+00
116.380893;39.898314;2906;2906;454;3;2;2009-02-04 10:30:49+00
116.380829;39.898333;2907;2907;455;3;2;2009-02-04 10:30:53+00
116.380789;39.898366;2908;2908;456;3;2;2009-02-04 10:30:56+00
116.380715;39.898408;2909;2909;457;3;2;2009-02-04 10:31:00+00
116.380671;39.898449;2910;2910;458;3;2;2009-02-04 10:31:02+00
116.380624;39.898486;2911;2911;459;3;2;2009-02-04 10:31:05+00
116.380595;39.898487;2912;2912;460;3;2;2009-02-04 10:31:10+00
116.380544;39.898488;2913;2913;461;3;2;2009-02-04 10:31:15+00
116.3805;39.898492;2914;2914;462;3;2;2009-02-04 10:31:20+00
116.38044;39.898528;2915;2915;463;3;2;2009-02-04 10:31:25+00
116.380398;39.898525;2916;2916;464;3;2;2009-02-04 10:31:30+00
116.380346;39.898542;2917;2917;465;3;2;2009-02-04 10:31:35+00
116.380297;39.898518;2918;2918;466;3;2;2009-02-04 10:31:39+00
116.380261;39.898498;2919;2919;467;3;2;2009-02-04 10:31:44+00
116.380201;39.898481;2920;2920;468;3;2;2009-02-04 10:31:49+00
116.380129;39.898469;2921;2921;469;3;2;2009-02-04 10:31:54+00
116.380062;39.898481;2922;2922;470;3;2;2009-02-04 10:31:59+00
116.379992;39.898478;2923;2923;471;3;2;2009-02-04 10:32:03+00
116.379924;39.898475;2924;2924;472;3;2;2009-02-04 10:32:07+00
116.379867;39.898499;2925;2925;473;3;2;2009-02-04 10:32:10+00
116.379811;39.898536;2926;2926;474;3;2;2009-02-04 10:32:14+00
116.379755;39.898488;2927;2927;475;3;2;2009-02-04 10:32:17+00
116.379734;39.898403;2928;2928;476;3;2;2009-02-04 10:32:18+00
116.379666;39.898367;2929;2929;477;3;2;2009-02-04 10:32:22+00
116.379592;39.898368;2930;2930;478;3;2;2009-02-04 10:32:24+00
116.379506;39.898365;2931;2931;479;3;2;2009-02-04 10:32:27+00
116.379446;39.898355;2932;2932;480;3;2;2009-02-04 10:32:30+00
116.379428;39.898321;2933;2933;481;3;2;2009-02-04 10:32:35+00
116.379351;39.898307;2934;2934;482;3;2;2009-02-04 10:32:39+00
116.379288;39.898318;2935;2935;483;3;2;2009-02-04 10:32:44+00
116.379229;39.898317;2936;2936;484;3;2;2009-02-04 10:32:48+00
116.379159;39.89832;2937;2937;485;3;2;2009-02-04 10:32:52+00
116.379088;39.898346;2938;2938;486;3;2;2009-02-04 10:32:56+00
116.379033;39.898365;2939;2939;487;3;2;2009-02-04 10:33:00+00
116.378963;39.898365;2940;2940;488;3;2;2009-02-04 10:33:03+00
116.378904;39.898348;2941;2941;489;3;2;2009-02-04 10:33:06+00
116.378834;39.898352;2942;2942;490;3;2;2009-02-04 10:33:08+00
116.378768;39.898366;2943;2943;491;3;2;2009-02-04 10:33:12+00
116.378674;39.898361;2944;2944;492;3;2;2009-02-04 10:33:16+00
116.37861;39.898362;2945;2945;493;3;2;2009-02-04 10:33:18+00
116.37854;39.898366;2946;2946;494;3;2;2009-02-04 10:33:23+00
116.378468;39.898364;2947;2947;495;3;2;2009-02-04 10:33:28+00
116.378402;39.898372;2948;2948;496;3;2;2009-02-04 10:33:32+00
116.378345;39.898363;2949;2949;497;3;2;2009-02-04 10:33:36+00
116.378331;39.898323;2950;2950;498;3;2;2009-02-04 10:33:41+00
116.378316;39.898278;2951;2951;499;3;2;2009-02-04 10:33:44+00
116.378309;39.898234;2952;2952;500;3;2;2009-02-04 10:33:49+00
116.378317;39.898184;2953;2953;501;3;2;2009-02-04 10:33:53+00
116.378345;39.898139;2954;2954;502;3;2;2009-02-04 10:33:57+00
116.378363;39.898087;2955;2955;503;3;2;2009-02-04 10:34:00+00
116.378366;39.898039;2956;2956;504;3;2;2009-02-04 10:34:05+00
116.378375;39.89799;2957;2957;505;3;2;2009-02-04 10:34:09+00
116.378374;39.897933;2958;2958;506;3;2;2009-02-04 10:34:13+00
116.378389;39.897867;2959;2959;507;3;2;2009-02-04 10:34:17+00
116.378378;39.897817;2960;2960;508;3;2;2009-02-04 10:34:19+00
116.378371;39.89776;2961;2961;509;3;2;2009-02-04 10:34:21+00
116.378373;39.897692;2962;2962;510;3;2;2009-02-04 10:34:23+00
116.378382;39.897631;2963;2963;511;3;2;2009-02-04 10:34:25+00
116.378398;39.897587;2964;2964;512;3;2;2009-02-04 10:34:28+00
116.378359;39.897538;2965;2965;513;3;2;2009-02-04 10:34:31+00
116.378326;39.897494;2966;2966;514;3;2;2009-02-04 10:34:34+00
116.378296;39.897447;2967;2967;515;3;2;2009-02-04 10:34:37+00
116.378271;39.897403;2968;2968;516;3;2;2009-02-04 10:34:40+00
116.378231;39.89736;2969;2969;517;3;2;2009-02-04 10:34:44+00
116.378348;39.897394;2970;2970;518;3;2;2009-02-04 10:34:48+00
116.378248;39.897355;2971;2971;519;3;2;2009-02-04 10:34:51+00
116.378208;39.897315;2972;2972;520;3;2;2009-02-04 10:34:54+00
116.378188;39.89727;2973;2973;521;3;2;2009-02-04 10:34:58+00
116.378226;39.897229;2974;2974;522;3;2;2009-02-04 10:35:01+00
116.378212;39.897182;2975;2975;523;3;2;2009-02-04 10:35:06+00
116.378215;39.897156;2976;2976;524;3;2;2009-02-04 10:35:11+00
116.378197;39.897122;2977;2977;525;3;2;2009-02-04 10:35:16+00
116.378204;39.897106;2978;2978;526;3;2;2009-02-04 10:35:21+00
116.378236;39.897107;2979;2979;527;3;2;2009-02-04 10:35:26+00
116.378247;39.897106;2980;2980;528;3;2;2009-02-04 10:35:31+00
116.378246;39.897113;2981;2981;529;3;2;2009-02-04 10:35:36+00
116.37825;39.897118;2982;2982;530;3;2;2009-02-04 10:35:41+00
116.37825;39.897118;2983;2983;531;3;2;2009-02-04 10:35:44+00
116.378258;39.897116;2984;2984;532;3;2;2009-02-04 10:35:46+00
116.378258;39.897106;2985;2985;533;3;2;2009-02-04 10:35:51+00
116.378258;39.897106;2986;2986;534;3;2;2009-02-04 10:35:54+00
116.378254;39.897108;2987;2987;535;3;2;2009-02-04 10:35:56+00
116.378264;39.897101;2988;2988;536;3;2;2009-02-04 10:36:01+00
116.378297;39.897079;2989;2989;537;3;2;2009-02-04 10:36:06+00
116.378311;39.897065;2990;2990;538;3;2;2009-02-04 10:36:11+00
116.378314;39.897044;2991;2991;539;3;2;2009-02-04 10:36:16+00
116.378313;39.897023;2992;2992;540;3;2;2009-02-04 10:36:21+00
116.378303;39.897032;2993;2993;541;3;2;2009-02-04 10:36:26+00
116.3783;39.897044;2994;2994;542;3;2;2009-02-04 10:36:31+00
116.3783;39.897044;2995;2995;543;3;2;2009-02-04 10:36:34+00
116.378293;39.897041;2996;2996;544;3;2;2009-02-04 10:36:36+00
116.378291;39.897057;2997;2997;545;3;2;2009-02-04 10:36:41+00
116.378282;39.897108;2998;2998;546;3;2;2009-02-04 10:36:46+00
116.378268;39.897156;2999;2999;547;3;2;2009-02-04 10:36:51+00
116.378253;39.897166;3000;3000;548;3;2;2009-02-04 10:36:56+00
116.378233;39.897174;3001;3001;549;3;2;2009-02-04 10:37:01+00
116.378199;39.897171;3002;3002;550;3;2;2009-02-04 10:37:06+00
116.378187;39.897166;3003;3003;551;3;2;2009-02-04 10:37:11+00
116.378177;39.897206;3004;3004;552;3;2;2009-02-04 10:37:16+00
116.378154;39.897271;3005;3005;553;3;2;2009-02-04 10:37:19+00
116.378139;39.897343;3006;3006;554;3;2;2009-02-04 10:37:21+00
116.378129;39.897441;3007;3007;555;3;2;2009-02-04 10:37:23+00
116.378116;39.897489;3008;3008;556;3;2;2009-02-04 10:37:24+00
116.37811;39.897535;3009;3009;557;3;2;2009-02-04 10:37:25+00
116.378108;39.897581;3010;3010;558;3;2;2009-02-04 10:37:26+00
116.378066;39.897664;3011;3011;559;3;2;2009-02-04 10:37:28+00
116.378062;39.897711;3012;3012;560;3;2;2009-02-04 10:37:29+00
116.378051;39.897793;3013;3013;561;3;2;2009-02-04 10:37:31+00
116.378054;39.897841;3014;3014;562;3;2;2009-02-04 10:37:32+00
116.378048;39.897923;3015;3015;563;3;2;2009-02-04 10:37:34+00
116.378044;39.897969;3016;3016;564;3;2;2009-02-04 10:37:35+00
116.378036;39.898045;3017;3017;565;3;2;2009-02-04 10:37:37+00
116.378025;39.898103;3018;3018;566;3;2;2009-02-04 10:37:39+00
116.37803;39.898162;3019;3019;567;3;2;2009-02-04 10:37:42+00
116.378061;39.898221;3020;3020;568;3;2;2009-02-04 10:37:46+00
116.378069;39.898288;3021;3021;569;3;2;2009-02-04 10:37:49+00
116.378051;39.898357;3022;3022;570;3;2;2009-02-04 10:37:51+00
116.378036;39.89843;3023;3023;571;3;2;2009-02-04 10:37:53+00
116.37804;39.898486;3024;3024;572;3;2;2009-02-04 10:37:55+00
116.37801;39.898541;3025;3025;573;3;2;2009-02-04 10:37:58+00
116.378022;39.898596;3026;3026;574;3;2;2009-02-04 10:38:02+00
116.378032;39.898608;3027;3027;575;3;2;2009-02-04 10:38:07+00
116.378026;39.898629;3028;3028;576;3;2;2009-02-04 10:38:12+00
116.378015;39.898636;3029;3029;577;3;2;2009-02-04 10:38:17+00
116.378015;39.898636;3030;3030;578;3;2;2009-02-04 10:38:20+00
116.378015;39.898632;3031;3031;579;3;2;2009-02-04 10:38:22+00
116.377971;39.89868;3032;3032;580;3;2;2009-02-04 10:38:27+00
116.377893;39.898728;3033;3033;581;3;2;2009-02-04 10:38:29+00
116.377808;39.898773;3034;3034;582;3;2;2009-02-04 10:38:31+00
116.377692;39.898776;3035;3035;583;3;2;2009-02-04 10:38:33+00
116.377633;39.898774;3036;3036;584;3;2;2009-02-04 10:38:34+00
116.377564;39.898769;3037;3037;585;3;2;2009-02-04 10:38:35+00
116.377491;39.898761;3038;3038;586;3;2;2009-02-04 10:38:36+00
116.377406;39.898752;3039;3039;587;3;2;2009-02-04 10:38:37+00
116.377319;39.898742;3040;3040;588;3;2;2009-02-04 10:38:38+00
116.377237;39.898738;3041;3041;589;3;2;2009-02-04 10:38:39+00
116.377149;39.898727;3042;3042;590;3;2;2009-02-04 10:38:40+00
116.377051;39.898718;3043;3043;591;3;2;2009-02-04 10:38:41+00
116.37696;39.898706;3044;3044;592;3;2;2009-02-04 10:38:42+00
116.37687;39.898695;3045;3045;593;3;2;2009-02-04 10:38:43+00
116.376774;39.898689;3046;3046;594;3;2;2009-02-04 10:38:44+00
116.376677;39.898681;3047;3047;595;3;2;2009-02-04 10:38:45+00
116.376572;39.898676;3048;3048;596;3;2;2009-02-04 10:38:46+00
116.376469;39.898672;3049;3049;597;3;2;2009-02-04 10:38:47+00
116.376365;39.898663;3050;3050;598;3;2;2009-02-04 10:38:48+00
116.376263;39.898658;3051;3051;599;3;2;2009-02-04 10:38:49+00
116.376173;39.898657;3052;3052;600;3;2;2009-02-04 10:38:50+00
116.376081;39.898656;3053;3053;601;3;2;2009-02-04 10:38:51+00
116.375987;39.898654;3054;3054;602;3;2;2009-02-04 10:38:52+00
116.375904;39.898652;3055;3055;603;3;2;2009-02-04 10:38:53+00
116.375832;39.898658;3056;3056;604;3;2;2009-02-04 10:38:54+00
116.37573;39.89867;3057;3057;605;3;2;2009-02-04 10:38:56+00
116.375655;39.898688;3058;3058;606;3;2;2009-02-04 10:38:58+00
116.375585;39.89869;3059;3059;607;3;2;2009-02-04 10:39:01+00
116.375514;39.898696;3060;3060;608;3;2;2009-02-04 10:39:05+00
116.375465;39.89869;3061;3061;609;3;2;2009-02-04 10:39:10+00
116.375429;39.898666;3062;3062;610;3;2;2009-02-04 10:39:15+00
116.375333;39.898639;3063;3063;611;3;2;2009-02-04 10:39:17+00
116.375242;39.898616;3064;3064;612;3;2;2009-02-04 10:39:19+00
116.37512;39.898601;3065;3065;613;3;2;2009-02-04 10:39:21+00
116.37506;39.898593;3066;3066;614;3;2;2009-02-04 10:39:22+00
116.374997;39.898593;3067;3067;615;3;2;2009-02-04 10:39:23+00
116.374929;39.89859;3068;3068;616;3;2;2009-02-04 10:39:24+00
116.37485;39.898588;3069;3069;617;3;2;2009-02-04 10:39:25+00
116.374777;39.898587;3070;3070;618;3;2;2009-02-04 10:39:26+00
116.374693;39.898586;3071;3071;619;3;2;2009-02-04 10:39:27+00
116.374615;39.898589;3072;3072;620;3;2;2009-02-04 10:39:28+00
116.374523;39.898584;3073;3073;621;3;2;2009-02-04 10:39:29+00
116.374433;39.898583;3074;3074;622;3;2;2009-02-04 10:39:30+00
116.374334;39.898582;3075;3075;623;3;2;2009-02-04 10:39:31+00
116.374246;39.898577;3076;3076;624;3;2;2009-02-04 10:39:32+00
116.374141;39.898576;3077;3077;625;3;2;2009-02-04 10:39:33+00
116.374038;39.898574;3078;3078;626;3;2;2009-02-04 10:39:34+00
116.373939;39.898568;3079;3079;627;3;2;2009-02-04 10:39:35+00
116.37384;39.898558;3080;3080;628;3;2;2009-02-04 10:39:36+00
116.37374;39.898544;3081;3081;629;3;2;2009-02-04 10:39:37+00
116.373645;39.898533;3082;3082;630;3;2;2009-02-04 10:39:38+00
116.373547;39.89852;3083;3083;631;3;2;2009-02-04 10:39:39+00
116.37342;39.898529;3084;3084;632;3;2;2009-02-04 10:39:40+00
116.373309;39.898515;3085;3085;633;3;2;2009-02-04 10:39:41+00
116.373201;39.8985;3086;3086;634;3;2;2009-02-04 10:39:42+00
116.373089;39.898488;3087;3087;635;3;2;2009-02-04 10:39:43+00
116.372972;39.898474;3088;3088;636;3;2;2009-02-04 10:39:44+00
116.372852;39.898463;3089;3089;637;3;2;2009-02-04 10:39:45+00
116.372754;39.898466;3090;3090;638;3;2;2009-02-04 10:39:46+00
116.372651;39.898467;3091;3091;639;3;2;2009-02-04 10:39:47+00
116.372537;39.898469;3092;3092;640;3;2;2009-02-04 10:39:48+00
116.372419;39.898464;3093;3093;641;3;2;2009-02-04 10:39:49+00
116.372304;39.898463;3094;3094;642;3;2;2009-02-04 10:39:50+00
116.372192;39.898464;3095;3095;643;3;2;2009-02-04 10:39:51+00
116.372102;39.898464;3096;3096;644;3;2;2009-02-04 10:39:52+00
116.372007;39.898459;3097;3097;645;3;2;2009-02-04 10:39:53+00
116.371921;39.898458;3098;3098;646;3;2;2009-02-04 10:39:54+00
116.371828;39.898456;3099;3099;647;3;2;2009-02-04 10:39:55+00
116.371749;39.89846;3100;3100;648;3;2;2009-02-04 10:39:56+00
116.371666;39.898464;3101;3101;649;3;2;2009-02-04 10:39:57+00
116.371578;39.898463;3102;3102;650;3;2;2009-02-04 10:39:58+00
116.371495;39.898463;3103;3103;651;3;2;2009-02-04 10:39:59+00
116.371407;39.898465;3104;3104;652;3;2;2009-02-04 10:40:00+00
116.37135;39.898482;3105;3105;653;3;2;2009-02-04 10:40:01+00
116.371287;39.898495;3106;3106;654;3;2;2009-02-04 10:40:02+00
116.371228;39.898506;3107;3107;655;3;2;2009-02-04 10:40:03+00
116.37117;39.898512;3108;3108;656;3;2;2009-02-04 10:40:04+00
116.371104;39.89853;3109;3109;657;3;2;2009-02-04 10:40:06+00
116.371098;39.898562;3110;3110;658;3;2;2009-02-04 10:40:11+00
116.371086;39.898555;3111;3111;659;3;2;2009-02-04 10:40:16+00
116.371049;39.898542;3112;3112;660;3;2;2009-02-04 10:40:21+00
116.370993;39.898527;3113;3113;661;3;2;2009-02-04 10:40:23+00
116.37092;39.89852;3114;3114;662;3;2;2009-02-04 10:40:25+00
116.370844;39.898515;3115;3115;663;3;2;2009-02-04 10:40:27+00
116.370767;39.898514;3116;3116;664;3;2;2009-02-04 10:40:29+00
116.370682;39.898555;3117;3117;665;3;2;2009-02-04 10:40:31+00
116.370592;39.898595;3118;3118;666;3;2;2009-02-04 10:40:33+00
116.370509;39.898627;3119;3119;667;3;2;2009-02-04 10:40:35+00
116.370408;39.898632;3120;3120;668;3;2;2009-02-04 10:40:37+00
116.370314;39.898623;3121;3121;669;3;2;2009-02-04 10:40:39+00
116.370245;39.898613;3122;3122;670;3;2;2009-02-04 10:40:40+00
116.37018;39.898602;3123;3123;671;3;2;2009-02-04 10:40:41+00
116.370046;39.898582;3124;3124;672;3;2;2009-02-04 10:40:43+00
116.369985;39.898572;3125;3125;673;3;2;2009-02-04 10:40:44+00
116.369916;39.898562;3126;3126;674;3;2;2009-02-04 10:40:45+00
116.369844;39.898562;3127;3127;675;3;2;2009-02-04 10:40:46+00
116.369756;39.898559;3128;3128;676;3;2;2009-02-04 10:40:47+00
116.36961;39.898563;3129;3129;677;3;2;2009-02-04 10:40:48+00
116.369506;39.898568;3130;3130;678;3;2;2009-02-04 10:40:49+00
116.369434;39.898573;3131;3131;679;3;2;2009-02-04 10:40:50+00
116.369353;39.898566;3132;3132;680;3;2;2009-02-04 10:40:51+00
116.369243;39.898561;3133;3133;681;3;2;2009-02-04 10:40:52+00
116.369159;39.898561;3134;3134;682;3;2;2009-02-04 10:40:53+00
116.369071;39.898559;3135;3135;683;3;2;2009-02-04 10:40:54+00
116.368987;39.898556;3136;3136;684;3;2;2009-02-04 10:40:55+00
116.368892;39.898547;3137;3137;685;3;2;2009-02-04 10:40:56+00
116.36882;39.898539;3138;3138;686;3;2;2009-02-04 10:40:57+00
116.36875;39.898537;3139;3139;687;3;2;2009-02-04 10:40:58+00
116.368688;39.898537;3140;3140;688;3;2;2009-02-04 10:40:59+00
116.36862;39.898536;3141;3141;689;3;2;2009-02-04 10:41:00+00
116.368504;39.898536;3142;3142;690;3;2;2009-02-04 10:41:02+00
116.368415;39.898568;3143;3143;691;3;2;2009-02-04 10:41:04+00
116.368335;39.898616;3144;3144;692;3;2;2009-02-04 10:41:06+00
116.368265;39.898715;3145;3145;693;3;2;2009-02-04 10:41:08+00
116.368232;39.898779;3146;3146;694;3;2;2009-02-04 10:41:10+00
116.368216;39.898841;3147;3147;695;3;2;2009-02-04 10:41:12+00
116.368202;39.898886;3148;3148;696;3;2;2009-02-04 10:41:13+00
116.368184;39.898936;3149;3149;697;3;2;2009-02-04 10:41:14+00
116.368171;39.898992;3150;3150;698;3;2;2009-02-04 10:41:15+00
116.368158;39.89906;3151;3151;699;3;2;2009-02-04 10:41:16+00
116.368126;39.899133;3152;3152;700;3;2;2009-02-04 10:41:17+00
116.36811;39.899197;3153;3153;701;3;2;2009-02-04 10:41:18+00
116.368103;39.89927;3154;3154;702;3;2;2009-02-04 10:41:19+00
116.36809;39.89934;3155;3155;703;3;2;2009-02-04 10:41:20+00
116.368081;39.899411;3156;3156;704;3;2;2009-02-04 10:41:21+00
116.368087;39.899492;3157;3157;705;3;2;2009-02-04 10:41:22+00
116.368085;39.899569;3158;3158;706;3;2;2009-02-04 10:41:23+00
116.368077;39.899644;3159;3159;707;3;2;2009-02-04 10:41:24+00
116.368082;39.899725;3160;3160;708;3;2;2009-02-04 10:41:25+00
116.368091;39.899814;3161;3161;709;3;2;2009-02-04 10:41:26+00
116.368086;39.899897;3162;3162;710;3;2;2009-02-04 10:41:27+00
116.368093;39.899988;3163;3163;711;3;2;2009-02-04 10:41:28+00
116.368094;39.900069;3164;3164;712;3;2;2009-02-04 10:41:29+00
116.368098;39.900154;3165;3165;713;3;2;2009-02-04 10:41:30+00
116.368105;39.90025;3166;3166;714;3;2;2009-02-04 10:41:31+00
116.368103;39.900343;3167;3167;715;3;2;2009-02-04 10:41:32+00
116.368107;39.900446;3168;3168;716;3;2;2009-02-04 10:41:33+00
116.368116;39.90055;3169;3169;717;3;2;2009-02-04 10:41:34+00
116.368122;39.900661;3170;3170;718;3;2;2009-02-04 10:41:35+00
